id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
138309364,2022-10-10 14:26:44+03:00,2022-10-10,2022-10-10 11:26:44 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:08:31 +0000,2022-10-10 21:08:46 +0000,needs_id,CC-BY,https://www.inaturalist.org/observations/138309364,https://inaturalist-open-data.s3.amazonaws.com/photos/236373523/medium.jpg,,"","",0,0,false,3,"Рабочий посёлок имени Цюрупы, Московская Область, RU",55.5027283333,38.666675,3,,,,3,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,"",Poaceae,Мятликовые,Plantae,47434,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,,,,,,,,,,,
138309498,2022-10-10 14:26:04+03:00,2022-10-10,2022-10-10 11:26:04 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:09:41 +0000,2022-10-10 21:10:12 +0000,needs_id,CC-BY,https://www.inaturalist.org/observations/138309498,https://inaturalist-open-data.s3.amazonaws.com/photos/236373847/medium.jpg,,"","",0,0,false,3,"Рабочий посёлок имени Цюрупы, Московская Область, RU",55.5027283333,38.6666633333,4,,,,4,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,"",Viola,Фиалка,Plantae,50829,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,,,Viola,,,,,,
138309560,2022-10-10 14:25:53+03:00,2022-10-10,2022-10-10 11:25:53 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:10:22 +0000,2022-12-11 16:18:52 +0000,needs_id,CC-BY,https://www.inaturalist.org/observations/138309560,https://inaturalist-open-data.s3.amazonaws.com/photos/236373919/medium.jpg,,"","",1,0,false,3,"Рабочий посёлок имени Цюрупы, Московская Область, RU",55.502725,38.6666716667,4,,,,4,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Physarales,Physarales,,Protozoa,55484,Protozoa,Mycetozoa,,,Myxomycetes,Columellomycetidae,Stemonitidia,Physarales,,,,,,,,,,,,,,
138309617,2022-10-10 13:55:53+03:00,2022-10-10,2022-10-10 10:55:53 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:10:48 +0000,2022-10-11 07:22:36 +0000,research,CC-BY,https://www.inaturalist.org/observations/138309617,https://inaturalist-open-data.s3.amazonaws.com/photos/236374021/medium.jpg,,"","",1,0,false,3,"Рабочий посёлок имени Цюрупы, Московская Область, RU",55.50278,38.6648416667,3,,,,3,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Common Drone Fly,Eristalis tenax,Ильница обыкновенная,Insecta,55719,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,,Eristalini,Eristalina,Eristalis,,Eristalis tenax,,,,
138309764,2022-10-10 13:23:31+03:00,2022-10-10,2022-10-10 10:23:31 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:11:32 +0000,2022-10-11 14:15:59 +0000,research,CC-BY,https://www.inaturalist.org/observations/138309764,https://inaturalist-open-data.s3.amazonaws.com/photos/236374183/medium.jpg,,"","",2,0,false,3,"Рабочий посёлок имени Цюрупы, Московская Область, RU",55.5028,38.6649366667,4,,,,4,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Aquarius najas,Aquarius najas,,Insecta,474831,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerroidea,Gerridae,Gerrinae,,Gerrini,,Aquarius,,Aquarius najas,,,,
138309860,2022-10-10 13:16:31+03:00,2022-10-10,2022-10-10 10:16:31 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:12:09 +0000,2022-10-10 21:13:46 +0000,needs_id,CC-BY,https://www.inaturalist.org/observations/138309860,https://inaturalist-open-data.s3.amazonaws.com/photos/236374600/medium.jpg,,"","",0,0,false,3,"Рабочий посёлок имени Цюрупы, Московская Область, RU",55.5018416667,38.664995,14,,,,14,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,"",Diplotaxis tenuifolia,Двурядка тонколистная,Plantae,76665,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Brassiceae,,Diplotaxis,,Diplotaxis tenuifolia,,,,
138310030,2022-10-10 13:16:06+03:00,2022-10-10,2022-10-10 10:16:06 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:13:47 +0000,2022-10-10 21:24:11 +0000,research,CC-BY,https://www.inaturalist.org/observations/138310030,https://inaturalist-open-data.s3.amazonaws.com/photos/236374629/medium.jpg,,"","",1,0,false,3,"Рабочий посёлок имени Цюрупы, Московская Область, RU",55.5018083333,38.6650883333,4,,,,4,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Dill,Anethum graveolens,Укроп пахучий,Plantae,75445,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Apieae,,Anethum,,Anethum graveolens,,,,
138310066,2022-10-10 13:14:25+03:00,2022-10-10,2022-10-10 10:14:25 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:14:09 +0000,2022-10-11 05:09:04 +0000,research,CC-BY,https://www.inaturalist.org/observations/138310066,https://inaturalist-open-data.s3.amazonaws.com/photos/236374714/medium.jpg,,"","",1,0,false,3,"Рабочий посёлок имени Цюрупы, Московская Область, RU",55.5016116667,38.6647633333,4,,,,4,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Islandsk Kruslav,Cetraria islandica,Цетрария исландская,Fungi,180450,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,Cetraria,,Cetraria islandica,,,,
138310127,2022-10-10 13:12:55+03:00,2022-10-10,2022-10-10 10:12:55 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:14:55 +0000,2022-10-11 06:52:13 +0000,research,CC-BY,https://www.inaturalist.org/observations/138310127,https://inaturalist-open-data.s3.amazonaws.com/photos/236374850/medium.jpg,,"","",1,0,false,3,"Рабочий посёлок имени Цюрупы, Московская Область, RU",55.5014833333,38.6647716667,4,,,,4,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Siebenpunkt,Coccinella septempunctata,Семиточечная коровка,Insecta,51702,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,,Coccinellini,,Coccinella,,Coccinella septempunctata,,,,
138310171,2022-10-10 13:09:07+03:00,2022-10-10,2022-10-10 10:09:07 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:15:15 +0000,2022-10-11 10:10:07 +0000,needs_id,CC-BY,https://www.inaturalist.org/observations/138310171,https://inaturalist-open-data.s3.amazonaws.com/photos/236374925/medium.jpg,,"","",0,0,false,3,"Нерская улица, Рабочий посёлок имени Цюрупы, Московская Область, RU",55.500805,38.6638,4,,,,4,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,"",Racomitrium,Ракомитриум,Plantae,119160,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,,,Racomitrium,,,,,,
138310275,2022-10-10 13:04:28+03:00,2022-10-10,2022-10-10 10:04:28 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:15:55 +0000,2022-10-10 23:19:40 +0000,research,CC-BY,https://www.inaturalist.org/observations/138310275,https://inaturalist-open-data.s3.amazonaws.com/photos/236375061/medium.jpg,,"","",1,0,false,3,"Рабочий посёлок имени Цюрупы, Московская Область, RU",55.5000133333,38.6649166667,3,,,,3,,open,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Молодило шароносное,Sempervivum globiferum,Молодило шароносное,Plantae,909393,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,,Semperviveae,,Sempervivum,,Sempervivum globiferum,,,,
138310314,2022-10-10 12:36:07+03:00,2022-10-10,2022-10-10 09:36:07 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:16:06 +0000,2022-10-10 21:26:52 +0000,research,CC-BY,https://www.inaturalist.org/observations/138310314,https://inaturalist-open-data.s3.amazonaws.com/photos/236375107/medium.jpg,,"","",1,0,false,3,"улица 1-го Мая, Рабочий посёлок имени Цюрупы, Московская Область, RU",55.4928466667,38.659905,4,,,,4,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,meadow buttercup,Ranunculus acris,Лютик едкий,Plantae,56064,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Ranunculeae,,Ranunculus,,Ranunculus acris,,,,
138310439,2022-10-10 12:35:37+03:00,2022-10-10,2022-10-10 09:35:37 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:17:13 +0000,2022-10-10 21:23:44 +0000,research,CC-BY,https://www.inaturalist.org/observations/138310439,https://inaturalist-open-data.s3.amazonaws.com/photos/236375353/medium.jpg,,"","",1,0,false,3,"улица 1-го Мая, Рабочий посёлок имени Цюрупы, Московская Область, RU",55.4928783333,38.6599083333,7,,,,7,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Cambridge Milk-parsley,Selinum carvifolia,Гирча тминолистная,Plantae,204409,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Selineae,,Selinum,,Selinum carvifolia,,,,
138310509,2022-10-10 12:25:31+03:00,2022-10-10,2022-10-10 09:25:31 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:17:48 +0000,2022-10-10 21:25:53 +0000,research,CC-BY,https://www.inaturalist.org/observations/138310509,https://inaturalist-open-data.s3.amazonaws.com/photos/236375446/medium.jpg,,"","",1,0,false,3,"Озёрная улица, Рабочий посёлок имени Цюрупы, Московская Область, RU",55.4931216667,38.6555966667,3,,,,3,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Centaurea phrygia pseudophrygia,Centaurea phrygia pseudophrygia,Василёк ложнофригийский,Plantae,448080,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cardueae,Centaureinae,Centaurea,,Centaurea phrygia,,Centaurea phrygia pseudophrygia,,
138310867,2022-10-10 12:22:44+03:00,2022-10-10,2022-10-10 09:22:44 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:19:59 +0000,2022-11-07 19:50:21 +0000,research,CC-BY,https://www.inaturalist.org/observations/138310867,https://inaturalist-open-data.s3.amazonaws.com/photos/236376070/medium.jpg,,"","",1,0,false,3,"Озёрная улица, Рабочий посёлок имени Цюрупы, Московская Область, RU",55.49392,38.6543416667,4,,,,4,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Small White,Pieris rapae,Белянка репная,Insecta,55626,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Pierini,Pierina,Pieris,,Pieris rapae,,,,
138310904,2022/10/09 12:25,2022-10-09,2022-10-09 09:25:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-10-10 21:20:08 +0000,2022-10-10 21:20:08 +0000,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/138310904,https://inaturalist-open-data.s3.amazonaws.com/photos/236375551/medium.jpeg,,"",,0,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4747444444,38.6626944444,5,,,,5,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Политрихум,Polytrichum,Политрихум,Plantae,67912,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,Polytrichaceae,,,,,Polytrichum,,,,,,
138310988,2022-10-10 12:21:10+03:00,2022-10-10,2022-10-10 09:21:10 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:21:00 +0000,2022-10-10 21:23:08 +0000,needs_id,CC-BY,https://www.inaturalist.org/observations/138310988,https://inaturalist-open-data.s3.amazonaws.com/photos/236376658/medium.jpg,,"","",0,0,false,3,"Озёрная улица, Рабочий посёлок имени Цюрупы, Московская Область, RU",55.4939083333,38.654305,3,,,,3,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,"",Poa,Мятлик,Plantae,52809,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Poeae,Poinae,Poa,,,,,,
138311190,2022/10/09 12:31,2022-10-09,2022-10-09 09:31:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-10-10 21:22:49 +0000,2022-10-10 23:19:22 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/138311190,https://inaturalist-open-data.s3.amazonaws.com/photos/236376543/medium.jpeg,,"",,1,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4749361111,38.6626194444,10,,,,10,,open,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Хвостник обыкновенный,Hippuris vulgaris,Хвостник обыкновенный,Plantae,77422,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Callitricheae,,Hippuris,,Hippuris vulgaris,,,,
138311224,2022-10-10 12:25:51+03:00,2022-10-10,2022-10-10 09:25:51 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:23:11 +0000,2023-02-18 21:26:53 +0000,research,CC-BY,https://www.inaturalist.org/observations/138311224,https://inaturalist-open-data.s3.amazonaws.com/photos/236376796/medium.jpg,,"","",1,0,false,3,"Озёрная улица, Рабочий посёлок имени Цюрупы, Московская Область, RU",55.4930716667,38.65562,4,,,,4,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Neunzehnpunkt-Marienkäfer,Anisosticta novemdecimpunctata,Коровка девятнадцатиточечная,Insecta,130575,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,,Coccinellini,,Anisosticta,,Anisosticta novemdecimpunctata,,,,
138311258,2022-10-10 12:19:30+03:00,2022-10-10,2022-10-10 09:19:30 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:23:35 +0000,2022-10-10 21:25:04 +0000,needs_id,CC-BY,https://www.inaturalist.org/observations/138311258,https://inaturalist-open-data.s3.amazonaws.com/photos/236376897/medium.jpg,,"","",0,0,false,3,"Озёрная улица, Рабочий посёлок имени Цюрупы, Московская Область, RU",55.4942033333,38.6534883333,4,,,,4,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,"",Salix,Ива,Plantae,53453,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,,,Salix,,,,,,
138311394,2022-10-09 16:41:52+03:00,2022-10-09,2022-10-09 13:41:52 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:25:08 +0000,2022-10-11 09:41:55 +0000,research,CC-BY,https://www.inaturalist.org/observations/138311394,https://inaturalist-open-data.s3.amazonaws.com/photos/236377247/medium.jpg,,"","",1,0,false,3,"Воскресенский район, Московская Область, RU",55.4595633333,38.6500166667,4,,,,4,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Punaise tortue brune,Eurygaster testudinaria,Черепашка черепаховидная,Insecta,504466,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Scutelleridae,Eurygasterinae,,,,Eurygaster,,Eurygaster testudinaria,,,,
138311405,2022-10-09 16:41:35+03:00,2022-10-09,2022-10-09 13:41:35 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:25:23 +0000,2022-10-10 23:19:00 +0000,research,CC-BY,https://www.inaturalist.org/observations/138311405,https://inaturalist-open-data.s3.amazonaws.com/photos/236377288/medium.jpg,,"","",1,0,false,3,"Воскресенский район, Московская Область, RU",55.45952,38.6500133333,3,,,,3,,open,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Хамедафне прицветничковая,Chamaedaphne calyculata,Хамедафне прицветничковая,Plantae,132767,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Vaccinioideae,,Gaultherieae,,Chamaedaphne,,Chamaedaphne calyculata,,,,
138311923,2022-10-09 16:40:50+03:00,2022-10-09,2022-10-09 13:40:50 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:28:38 +0000,2022-10-10 22:06:31 +0000,research,CC-BY,https://www.inaturalist.org/observations/138311923,https://inaturalist-open-data.s3.amazonaws.com/photos/236378093/medium.jpg,,"","",1,0,false,3,"Воскресенский район, Московская Область, RU",55.459525,38.6501,3,,,,3,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Ива ушастая,Salix aurita,Ива ушастая,Plantae,85085,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,,,Salix,,Salix aurita,,,,
138311991,2022-10-09 16:34:26+03:00,2022-10-09,2022-10-09 13:34:26 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:29:04 +0000,2022-10-10 23:18:52 +0000,research,CC-BY,https://www.inaturalist.org/observations/138311991,https://inaturalist-open-data.s3.amazonaws.com/photos/236378197/medium.jpg,,"","",1,0,false,3,"Воскресенский район, Московская Область, RU",55.45928,38.6515616667,5,,,,5,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Ортилия однобокая,Orthilia secunda,Ортилия однобокая,Plantae,78288,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,,,Orthilia,,Orthilia secunda,,,,
138312104,2022-10-09 16:33:41+03:00,2022-10-09,2022-10-09 13:33:41 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:29:34 +0000,2022-10-10 23:18:44 +0000,research,CC-BY,https://www.inaturalist.org/observations/138312104,https://inaturalist-open-data.s3.amazonaws.com/photos/236378308/medium.jpg,,"","",1,0,false,3,"Воскресенский район, Московская Область, RU",55.4593583333,38.6512916667,4,,,,4,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Линнея северная,Linnaea borealis,Линнея северная,Plantae,77780,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Linnaeoideae,,,,Linnaea,,Linnaea borealis,,,,
138312231,2022-10-09 16:21:30+03:00,2022-10-09,2022-10-09 13:21:30 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:30:13 +0000,2022-10-10 21:30:29 +0000,needs_id,CC-BY,https://www.inaturalist.org/observations/138312231,https://inaturalist-open-data.s3.amazonaws.com/photos/236378437/medium.jpg,,"","",0,0,false,3,"46Н-00572, Воскресенский район, Московская Область, RU",55.4581216667,38.6578033333,4,,,,4,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,"",Polytrichum,Политрихум,Plantae,67912,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,Polytrichaceae,,,,,Polytrichum,,,,,,
138312271,2022/10/09 12:27,2022-10-09,2022-10-09 09:27:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-10-10 21:30:24 +0000,2022-10-11 12:52:33 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/138312271,https://inaturalist-open-data.s3.amazonaws.com/photos/236377655/medium.jpeg,,"",,1,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4748777778,38.6626972222,50,,,,50,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Короткокрылая осенняя пяденица,Operophtera fagata,Короткокрылая осенняя пяденица,Insecta,483311,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,Operophterini,,Operophtera,,Operophtera fagata,,,,
138312334,2022-10-09 16:13:42+03:00,2022-10-09,2022-10-09 13:13:42 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:30:39 +0000,2022-10-12 03:52:17 +0000,needs_id,CC-BY,https://www.inaturalist.org/observations/138312334,https://inaturalist-open-data.s3.amazonaws.com/photos/236378535/medium.jpg,,"","",1,0,false,3,"46Н-00572, Воскресенский район, Московская Область, RU",55.458655,38.6582866667,74,,,,74,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Пельтигера,Peltigera,Пельтигера,Fungi,54294,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,,,Peltigera,,,,,,
138312388,2022-10-09 16:12:41+03:00,2022-10-09,2022-10-09 13:12:41 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:31:17 +0000,2022-10-10 23:18:12 +0000,research,CC-BY,https://www.inaturalist.org/observations/138312388,https://inaturalist-open-data.s3.amazonaws.com/photos/236378815/medium.jpg,,"","",1,0,false,3,"46Н-00572, Воскресенский район, Московская Область, RU",55.458755,38.6581383333,7,,,,7,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Горичник болотный,Peucedanum palustre,Горичник болотный,Plantae,166550,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Selineae,,Peucedanum,,Peucedanum palustre,,,,
138312481,2022-10-09 16:12:12+03:00,2022-10-09,2022-10-09 13:12:12 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:32:25 +0000,2022-10-10 23:17:42 +0000,research,CC-BY,https://www.inaturalist.org/observations/138312481,https://inaturalist-open-data.s3.amazonaws.com/photos/236378944/medium.jpg,,"","",1,0,false,3,"46Н-00572, Воскресенский район, Московская Область, RU",55.459055,38.6579166667,7,,,,7,,open,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Крушина ломкая,Frangula alnus,Крушина ломкая,Plantae,55972,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rhamnaceae,,,Rhamneae,,Frangula,,Frangula alnus,,,,
138312559,2022-10-09 16:06:33+03:00,2022-10-09,2022-10-09 13:06:33 +0000,St. Petersburg,3239633,anastasiiamerkulova,Anastasiia Merkulova,2022-10-10 21:33:10 +0000,2022-10-10 23:17:09 +0000,research,CC-BY,https://www.inaturalist.org/observations/138312559,https://inaturalist-open-data.s3.amazonaws.com/photos/236379096/medium.jpg,,"","",1,0,false,3,"46Н-00572, Воскресенский район, Московская Область, RU",55.4590333333,38.6577133333,4,,,,4,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Ортилия однобокая,Orthilia secunda,Ортилия однобокая,Plantae,78288,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,,,Orthilia,,Orthilia secunda,,,,
138312721,2022/10/09 12:43,2022-10-09,2022-10-09 09:43:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-10-10 21:34:44 +0000,2022-10-10 22:45:02 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/138312721,https://inaturalist-open-data.s3.amazonaws.com/photos/236379146/medium.jpeg,,"","",1,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4749416667,38.6617305556,10,,,,10,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Sechzehnfleckiger Marienkäfer,Halyzia sedecimguttata,Коровка шестнадцатипятнистая,Insecta,52881,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,,Halyziini,,Halyzia,,Halyzia sedecimguttata,,,,
138313327,2022/10/09 12:46,2022-10-09,2022-10-09 09:46:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-10-10 21:40:30 +0000,2022-10-10 23:16:22 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/138313327,https://inaturalist-open-data.s3.amazonaws.com/photos/236380128/medium.jpeg,,"",У сфагнувого болота,1,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.47475,38.6616361111,5,,,,5,,open,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Сабельник болотный,Comarum palustre,Сабельник болотный,Plantae,62213,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,,Potentilleae,Fragariinae,Comarum,,Comarum palustre,,,,
138316610,2022/10/09 12:48,2022-10-09,2022-10-09 09:48:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-10-10 22:07:13 +0000,2022-10-10 22:07:13 +0000,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/138316610,https://inaturalist-open-data.s3.amazonaws.com/photos/236384499/medium.jpeg,,"","iNat Computer Vision sure about it is Mycena Galopus. But I don't believe it. 
Found on sphagnum swamp on birch.
/ Найдено на сфагновом болоте на берёзе.",0,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.474675,38.6618111111,5,,,,5,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Агарикомицетовые,Agaricomycetidae,Агарикомицетовые,Fungi,1094814,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,,,,,,,,,,,,,,,
